idx,class,conversation
707,일반 대화,"나 좁은 집 너무 원한당
저번에도 말하더니 키키
좁은 집 원츄?
화장실 2개인 것도 진짜 싫어
왜 싫어?
하긴...둘이라서
하나 끝나면 진 빠지는 거 알제
굳이 화장실 2개는 필요가 읍겠따...
청소 2번 해야 하잖아 너무 힘들엉
나도 이사 와서 화장실 2개 청소하고 나면 진 빠짐
추석은 거의 다 왔는데 아직 손도 안대서 까마득 키키
점점 붉은 곰팽이들이 올라온다
그니까 그것들 진짜 핵극혐 새집에서만 생긴다던데
왜 청소는 하면 티 안 나고 안 하면 티가 가는 것이냐
넘 빨리 생겨욧... 내말이욧 손님 올 거 같아서 머리 아파
윽 얼릉 해브러야지...청소 아스토니쉬꺼 써봐
응 그거 쓰쥐 그나마 깨끗해지더라구
아 역시 역시 나도 그게 최고더라"
708,일반 대화,"시댁 가는 길 막히진 않지?
허허 벌판이라 하이웨이임 슝~
우린 시댁 친정 10분 컷이라...
허버 가까워...너무 가까워...싫엇
키키 하이웨이 슝 키키 부산 가는 길 개 막히거든 ㅠ
와 글노... 와 그리 가깝노 시댁이
응 시댁은 걸어서 10분 컷이얌
걸어서 10분 컷이면 차로 가면 5분 컷이네 하하
차 막혀서 못 가겠다고 그러지도 못 하쥬
댐 잇... 차 막힐 일이 없쥬 ^^
응 차로 가면 민망할 거리야 키키
키키 가까워서 좋은 점은 있나?
음 쌀이 필요할 때 쫓아가곤 하쥐...
키키 살려고 가는 거네 쌀을 구하러
참기름 고추 가루 김치 그런 거 키키
하핳하 나와 비슷하구나 ^^ 우리는 달걀"
709,일반 대화,"회사에서 명절 선물 받았어?  키키
아니 명절 상여 지급 하려고 계획 중임
오 기대 되겠군 키키 우리 오빠 회산 참... 센스가
근데 아마 안될 듯... 머리 깨져 하 ㅜㅜ
왜?
그놈의 금강제화 상품권 증맬로 극혐이야
금강제화래 당근마켓에 이맘때쯤 많이 올라오더라니 ^^
그거 싸게 싸게 살 수 있으니까 매해 그걸 줘 ㅎ
회사도 손해를 보지 않으려고 하는구나
응 매번 당근행임 키키 그게 최선이거덩요
당근에서 현금화 해야지 유동성 있게
키키 회사가 와이리 센스가 없너!
누군가는 찾는다는 게 더 신기하구나 금강제화 상품권...
키키 그 사람들도 다 선물 용으로 사는 거임 키키
아 키키 선물 돌려 막기네 상품권깡
선물 봉투도  같이  주냐고 꼭 물어보거든 키키
키키 누군가한테 주려고 하는 거구나"
710,일반 대화,"너네 남편은 민방위야?
민방위가 뭐야?
우리 남편 육군 출신이야
...아... 아니... 그거말구... 예비역이냐 민방위냐.다며
아 몰라...그런 거 내가 알게 모냐
그거 몰라?  키키
예비군 훈련 받으러 가더냐...?
뭔 훈련 받으러 때 되면 가던디
키키 간혹 군복 입고 어딜 나가냐구
살쪄서 군복이랑 신발도 안 맞음 ^^
키키 그럼 아직 예비역인가봄... 우리 오빤 민방위야 ^^
예비군이다 예비군 아직 민방위는 아니야 키키
개 아저씨란 말이쥬 ㅎ...  군복 다 버렸어
민방위씨들은 훈련 안 받아여?
받는데 총 쏘고 그런 거 말고 태풍 대비 훈련 그런 거 하던디  키키
키키 태풍 대비 훈련 모냐 키키 개터져
예비역은 나라를 지키는 거고 민방위는 동네를 지킨데 전쟁 나면 키키
키키 동네 지킴이들이구나 민방위씨들 키키"
711,일반 대화,"요즘에도 비대면 수업 그거 하나?
어어 비대면 수업 하지 보통 다 그래
요즘 학생들 학교 가는 거 같던디?
대학생들?
모르겠네 비대면 하다가 학교가 운영이 안되니까 다시 나오나
야 진짜 노잼이겠다 맞쥐... 은근 대학 생활의 재미가 있는데 ㅠ
아 그니까 우리 동네에도 코로나 땜시 이번에 찜찔방 문 닫음 ㅠ
그걸 이제 닫았어?
여긴 1년 넘게 목욕탕 안 행...
찜질방은 떡라면이 진리인디 이제 책에서나 볼 듯...
마자 아니 이래가꼬 학생들이  교육이  제대로 되는 긴가다며.
그니까 뭔 학비 내고 제대로 즐기지도 못해 ㅠㅠ 엠티는커녕
집에서 인강 들으라고 하면 듣겠냥...
내 말이...대학 가겠냐고... 그냥 인강 듣제
엠티 그것이 대학의 맛인디
그 돈으로 딴 거 하고 말 듯;
마자마자 난 20살이 젤 불쌍하더라구
요리 대회 열자나 엠티 가면 키키 아 쌀 퐁퐁으로 씻은 거 생각나네"
712,일반 대화,"얌... 둘째 계획도 있어...?
마음은 있는데 현실은 없어
가족 계획은 이걸루 끝이니...?
우리 강아지 혼자 있는 거 보면 짠한디...
키키 마음은 있는데 현실은 없는 거 명언이네 키키
현실이 둘째까지는 어려워 직장도 그렇고 ㅜㅜ
혼자 노니까 짠해 보여?
웅 짠해 보여 그냥...아직은 애기니까 괜찮은데
얌 외동쩡 내가 형제가 있는 사람으로서 형제는 별 필요는 없어...
그니까 그런 생각도 들어 내 의지가 아니라 엄마 아빠 의지잖아
키키 있어봐야 속만 터짐 키키
키키 근데 외동은 외동 나름 잘 커
얼마나 외동이고 싶다구 ^^
그래도 가끔은 형제나 자매가 있었으면 싶었을 때도 있어
그래 너를 봐 짱짱 하니 잘 컸잖슴
마음속 어딘가가 곪아있을지도...주르륽"
713,일반 대화,"**이 연애 하고  그러면 마음이  어떨 것 같아 키키
허얼... 도시락 싸고 따라다닐 듯
넘 귀여울 듯 키키 완전 도치맘 키키
우리 **이한테 무슨 수작을 부릴지 모름
키키 개웃겨 키키 극성맘 사춘기에 백타 싸울 듯 ㅠ
일단 카드를 쥐어 주면서 이걸로 데이트하라고 할래(추적 가능하게
키키 넘 귀여웡 키키 같이  가자 해 계산해  준다고 키키
세상 쿨한 엄마인 척 하지만 뒤에서 다 캐고 다닐 거임
키키 이미 씨씨티비 맘이군 키키
방목하는 척 하면서 다 지켜볼 거야
키키 결혼 할 때 되면 우짤라고 ㅠ
딸 키우기엔 세상이 넘 험하다규 ㅠㅠ
마자 그렇긴 한데 ㅠㅠ 별 탈 없이  잘 클꺼얌
우리 남편은 20살까지 등하교 시켜준단디야? 키키
키키 완전 도치파파네 키키 왜 회사 댕길 때도 델다 줘야징
너무 징그러워 적당히 해야 할 듯 키키"
714,일반 대화,"얌 **이는 동물 좋아행?
어 장난 아님 감자 보고 엄청 웃어
동물을 만난 적이 있어?
너무 좋아해 이번에도 상하 농장 갔다 왔는데 꺄르르 난리
아 감자랑 만난 적 있구나 키키 감자 못생겨서  웃었나...
뱃속에서부터 감자빵이랑 교감 해서 그런가
키키 넘 귀엽네 난 애기랑 강아지 조합이  세상에서 젤 귀엽드라 키키
빵이 장난감 같이 물어 뜯고 놈 ^^
키키 장난감 삶아서 줘야 되겠네 키키
키키 엉 자칫한 눈 팔면 빨고 있음
다행이야 동물 좋아하는 애기라서  키키
맞아 정말 다행이야 좀 더 크면 산책 좀 시키라 해야지
오 키키 애기들 정서에 강아지 가 그렇게 좋다잖아
아직은 어려서 강아지를 막 쥐어뜯어
나도 벅수한테 얼마나 위로를 많이 받는다구
ㅠㅠ 우리 감자빵이 보고 싶네 갑자기"
715,일반 대화,"점핑 점핑인가 들어봤니 트램폴린에서 하는 운동 키키
어어 들어봄 그거 살 많이 빠진다더라
그거 졸 재밌어 보이노 키키 그거 다니구 싶당
키키 시간 잘 갈듯 노래에 맞춰서 뛰던데
세상 재밌어 보이데?
소리가 막
그거 체인점도 되게 많던데
근데 지금 시국에  좀 그렇지?
하나 차려보는 건... 아 지금 시국엔 좀 그렇다
키키 차리면 잘될 거 같냐? 키키
키키 아니 안 될 듯^^
근데 필라테스는 마스크 끼고도 다해
그건 막 숨이 차고 그런 건 아니지 않아? 키키
아니 땀 엄청나 되게 힘듬
점핑 그거는 마스크 끼고 하다가 넘어 갈 거 같은데
호흡 곤란 올 수도 있어 위험해 점핌은
키키 그니까 나 그거 시국 좀 괜찮아지면 다녀 볼래
점핑하다가 요단강 건널지도 모름 조심조심..."
716,일반 대화,"니 그 게임 왜 공유 안 해 주는데
야한 게임?
안돼 넌 아직...
19금 게임 공유 해 준다고 했잖아
마음의 준비가 안되어 보임
키키 얼마나 야하길래 진짜 초초 야해?
아니 글케 안 야해 ~ 그냥 글로 야한 거야
니 그거 불법이제
상상의 나래를 펼칠 수가 잇지
불법인 듯 아무래도 이상한 곳에서 받은 듯
합법이라고 키키 뭐가 불법이냐고 키키 진짜
난 살면서  그런 어플을 본 적이 없음
그레이의 50가지 그림자 같은 느낌이라고
키키 그게 뭐냐고
앱스토어에  있다고?
주인님과 노예 놀이라고야 그거 하다가 3시간 후딱 감
키키 육아 스트레스를 그런 식으로 푸는 군...
어 있다니까 진짜 공유해줄게 키키 스토리가 여러 개야"
717,일반 대화,"전라도 쪽은 어디가 좋지?
전라도 쪽은 아무래도 목포나 강진 이런 쪽이 좋지
부모님 모시고  갈 만 한 곳 있뉘
웅 강진 쪽이나 목포로 모시고 가~
해산물 좋아하셔?
응 해산물 좋아하셔 강진에 뭐 있는뎅...?
바다도 볼 수 있고 신선해 해산물들이
강진은 마량?
이라고 수산물 센터가 있는데
응 거기 한번 찾아 봐야겠넹
웅웅 근데 볼 거는 모르겠네 맨날 가서 먹고만 와서^^
키키 그 오빠 사는 동네 아냐?
거기 바다가 있다고?
아 가우도 출렁다리~
엉 바다가 있는데 그 오빠 집이랑은 좀 반대인가
거의 뭐 남원에 춘향이 거기만 가본 거 같아
그 춘향이 그네 타고 그런데?
곡성은 그 영화 곡성이랑은 상관 없지 ?
그냥 지역 명으로 그런 거지 큰 상관은 없는 듯
아 거기 좋잖아 메타세콰이어 키키
근데 대신 영화 찍고 나서 홍보 톡톡히 됐지 곡성이 키키"
718,일반 대화,"광주도 지금 비와?
웅 아까 저녁때부터 오더라
내일은 태풍이래!
알고 있지 ?
태풍의 영향인 듯 제주도로 북상한다던데
마자 마자 근데 엄청 작아져서 걱정 안 해도 된뎅
창문 단디 잠궈 놔야지 깨질라...
키키 애기 깰까 봐 그런 거 걱정
맞어 너무 바람 부니께 시끄러워서 깰까 봐
마자 바람 너무 많이  부니까 진짜 시끄럽더라구
어른들도 시끄러운디 애기는 더하지 않을까 싶당
애기가 잘 때 깨고 그래?
아니 잘 자 한번 잠들면 쭉~ 잠
와우 효녀네 효녀야 키키
자면 자유 시간이네?
웅 자유 시간이지 그래서 내가 일 다녀와도 편한 것도 있어 ㅜㅜ
남편님이 키울 만 하데?  키키
애기는 7시에 일어나서 7시에 자니까 남편은 그래도 힘들지 ㅜㅜ"
719,일반 대화,"이번 추석도 많이 들 이동 안 하겠쥐...?
...아마 저번 주에 이동 많이 했을 거야 근데 놀러 많이 갈듯...^^:;
우리도 이번엔 큰집은 패스 하기로 했엉
명절이라 친척들은 안 만나는데 놀러 많이 가는 듯
놀러는 많이  가는 거 같더라구
연휴가 그래도 꽤 길어서
기사 보니까 사이판 여행이 열렸대 추석에  300명 간다네
어어 맞어 나도 아까 기사 봤어
와 순간 엄청 부럽드라 키키
이제 백신도 맞고 하니까 가는 거지 ㅜㅜ 난 그래도 무섭당
얼리버드들 그런 건 언제 예약하는 거래
다 알아보고 눈치 싸움이지 놀라운 사람들이야
너 백신 안 맞았어?
나 오늘 2차 맞음
와 대단한데 난 아직 안 맞음...
1차도?
예약은 했어?"
720,일반 대화,"아니 사이판 보다 놀라운 우주 여행 소식 키키
우주 여행이라고?
누가 우주 여행을 가?
600억 정도 내면 간단다 대단하다 아주
우와 대단히 간단하네 600억이라니 ^^
민간인들도 600억 내면 갈 수 있뎅 오늘 누가 갔다 왔다는디
살아서는 못 가고 죽어서 갈 듯~
키키 마즘 나 죽으면 우주에  뿌려
600억 있으면 우주 여행을 왜 가노 인생이 홍콩이겠구만
키키 야 돈 쓰다가 쓰다가 쓸 데가 없으면 우주 갈듯
아 그런 사람들이 우주 여행을 가는구나
그 정도 돈 있으면 뭘 해도 재미가 있겠니... 우주는  재밌겠네 키키
현실 세계가 지친 사람들 매번 똑같은 여행인 사람들...
키키 마자 뭘 해서  가진 돈을 다 쓰겠어
그래도 600억이라 아무리 부자라도 부담은 되겠어
음 또 금방 벌 듯...?
와 그 돈이면 우리 좀 도와주면 좋겠다..."
721,일반 대화,"나 완전 핑크색으로 염색 하고 싶음
탈색하고 나서?
갑자기?
스우파 언냐들 보니까
와 아이키 크루 말 하는 거지?
한번 살다가는 인생 내 맘대로 살아 보고 싶음
훅 왤케 멋있냐 넘 멋있어
키키 제트썬 보고  하는 말이야 키키
아이키 너무 센스 있는 춤 ... 키키
제트썬이었니?
엉 아이키는 센스가 우주 최강 아니냐
하하하하 동상이몽이네 센스 너무 좋지
그 언니 뭘 해도 성공할 듯
진짜 캡숑 귀여움 춤 포인트가 너무 있어
응응 머리가 깨어 있으심
심지어 결혼도 해서 애도 있더라... 놀랍;
애가 초딩이라서 더 놀랐고 남편 연구원이라 2번 놀람 키키
애기도 잘 키울 듯 멋진 엄마임 맞어 키키 연구원"
722,일반 대화,"지금 슬의생 하거든... 아픈 사람들 보니까 참
헐 슬의생 오늘이 막방이냐?
가지 가지 이유로  아프네 ㅠ 엉 지금 막방임
와 나 그동안 못 봣네 추미녀랑 곰탱이랑 사귄다며?
안 보고 있냐 어떻게 그럴 수 가 있죠
와 깜빡했어 거기 보면 진짜 슬픈 사연 너무 많지
엉 엉 야 송화랑 익준이도 사귄다고 키키
나는 애 엄마라... 애기 나오면 그렇게 눈물이 나냐
둘이 키스했다고 ㅠ 말도 말라 말도 마라
헐 말해 모해 키쮸까지 했으면 막방이네
엉 거기 산부인과 이야기 나오면 눈물 버튼이야... ㅠ
나는 진짜 신생아실 막 그런 이야기 나오면 짠해 죽겟음
그니까 애들도 가지 가지 이유로 아프드라
저런 쪼막맹이들이... 아파서 수술하고 아우 끔찍해
마자 우리 애기는 건강해서 넘 다행이야
별의별 병이 다 있드라고...진짜 건강한 건 감사한 일"
723,일반 대화,"오늘 애기 옷 사러 갔다가 세상 놀래 버렸잖니
애기 옷을 왜 사 임신 했노
그 손바닥 만한 쪼가리가 그렇게  비쌀 일이니
아 조카 선물이구나...^^ 추석...
응 시누 애기 선물 하하... 넘나리 충격이었다구
어른 옷이랑 삐까뜨지 않더냐 가격이 ㅎㄷㄷ
그니까 키키 천은 4분의 1도 안 들겠드만 키키
좀 이쁘믄 훌쩍 10만 원 넘어 간다구~
한해 입히면 못 입히지?
심지어 얼마 입히지도 못하고 커버림 제일 짜증나
응 가디건 하나 잡았는데 15였어...
어후 그래서 옷 살 때마다 딜레마여 ㅜㅜ
차마 그럼 안 산다고 말 못해서...
이쁘게 입히려면 한번만 입히고 못 입히고...
애기 안 낳아봐서 애기 브랜드 무지해 가지고 너무 막 들어가 버림...
와 가디건 하나 15라니 어디냐;"
724,일반 대화,"키키 아니 근데 스우파 심사위원 매번 욕먹어 ㅠ
왜 욕먹었어?
보아랑?
뭘 저런 애들이 나와서 심사 하냐고 겁나 욕하더라
아... 아니 근데 우리 어릴 때 보아 진짜 유명했는데
엉 특히 그 아이돌은 심사 할 급이  아니라며 키키
춤으로 발렌티노랑 아 걔는 누군지 나도 모르겠뜨라;
응 보아는 인정 하는 분위긴데 보아 무슨 마약성 약 ; 그거 자숙 안하고  나왔다구...
심사위원을 뭘 보고 뽑은 건지;
그래 차라리 싸이가 낫지  키키
와 싸이는 키키 춤 아니냐 겨땀 봐바
키키 추석에 스우파 하잖아 ㅠ 넘 기대 추석 특집이랭
노 인정 못한다 겨땀 보면 맨날 울고 있다고
키키 야 진짜 개 재밌지 않냐 키키
노제 크루 특집으로 뭐 나온다던데 기대기대
엥 거기 노제 크루도 나온데?
웅웅 탈락 크루 특집이 있다던데?"
725,일반 대화,"웹툰 추천 좀 해 보이세
웹툰이여?...
안 본지가 언제 져?
안 보시나여?
자기 전에 국룰인디...
신과 함께 추천이여~ ^^
키키 아 한 5년 전에  멈춰 계시네여
자기 전에는 쿠팡로켓 배송이 국룰입니다 - 애 엄마
키키 자기 전엔 마켓컬리가 국룰이긴 하죠 - 아줌마
요새는 웹툰 뭐가 재밋냐?
음 아주미 답게 연애 혁명..?
헐 그거 우리 남편이 보는 듯...;
키키 대리 연애 키키 야 남편 취향 소녀고 키키
넘 소름 오글거려 만화가
키키 졸 소녀 취향이네 키키 나랑 결이 맞군
그래 놓고 드라마에서 오글거리는 대사 나오면 그럼 키키
키키 이중적이시네욤 키키
남편은 웹툰 봐?
바보 같은  속으론 좋으면서 튕기기는 훗..."
726,일반 대화,"우리 지난번에 먹었던 그 햄버거 가게 이름이 뭐였죠?
음... 언제 먹었던 거요?
혹시 지난번에 수영장 다녀와서 먹은 거 말씀하시는 거예요?
네네 맞아요 거기 진짜 맛있었는데
아 맞아요! 저 그때 배불러서 남겼잖아요
거기 홈플러스 옆에 있는 맘스터치에서 시켜 먹었던 거 같아요
아 맞아요! 아 그 상호명이 계속 생각이 안 나더라고요
우리 그때 무슨 치즈 들어간 버거 먹지 않았어요?
엇 저는 그때 싸이버거 먹었어요
맞네요! 찾아보니까 송중기가 선전한 그거였어요
저도 방금 찾아봤는데 치즈홀릭버거예요 우리가 먹은 거
저는 근데 이것저것 먹어봐도 싸이버거로 돌아오게 되더라고요
저는 맘스터치 몇 번 안 먹어봐서 어떤 게 있는지 잘 몰라요
저도 근처에 롯데리아 밖에 없으니까 맘스터치는 먹을 기회가 없더라고요
저는 학교 근처에서 종종 먹었어요
저 예전에 학교 다닐 때 학교 지하에 맘스터치 있었어요
그래요? 맘스터치 요새 생긴 거 아니었어요?
엇? 저도 그런 줄 알았는데 아니에요?
캬캬 라떼는을 시작해야 하는 건가요?
궁금해요 그때는 진짜 어땠어요?
그래도 지금 약간 맘스터치 가성비 갑이라고 하는데 그때도 그랬어요?
오우 댓츠 노노 가격은 싼데 진짜 기름이 너무 줄줄 흘러서 저 한두 번 먹고는 안 먹었어요
앗... 지금의 맛이 아니었군요
줄줄까지 흐른다면... 저도 패스할 것 같아요"
727,일반 대화,"저 그때 막 단독 주택이랑 별장이란 이런 얘기 듣고 설레요
저도 그때 봉구 엄마가 봉구가 너무 짖어서 주택으로 가야겠다는 소리 듣고 좀 그래요
진짜 마당 있는 주택으로 가면 강아지들 뛰어놀고 너무 좋을 것 같아요
잔디를 심은 마당은 진짜 관리 난이도가 헬이라지만 그래도 전 주택 좋을 거 같아요
근데 혼자 살면 단독 주택은 정말 관리 힘들 걸요?
단독 주택은 벌레도 진짜 많다고 하더라고요
뱀 봤다고 하시는 분도 있고
뱀이요? 오마이갓... 벌레도 싫은데 뱀은 좀...
뱀 나오면 진짜 기절할 것 같아요
도심에 주택이 있으면 그래도 좀 나을 텐데 아무래도 정원 있는 주택은 좀 먼 곳이니까
저는 진짜 어릴 적 말고는 계속 아파트에 살아서 사실 단독 주택에 대한 로망만 있어요
근데 혼자 살기에는 아파트가 좋을 것 같아요
맞아요 특히나 여자 혼자 살기에는 아파트가 제일 안전할 것 같아요
안전은 진짜 그렇긴 한데 근데 저 요새 제주도 한 달 살기 알아보는데 독채 진짜 너무 좋아요
저희 새 집도 곧 울타리 다 치고 나면 진짜 괜찮을 거 같아요
와! 그러면 강아지들 뛰어놀기 진짜 좋겠어요
그런데 제주도 집값이 생각보다 많이 높지는 않더라고요? 좀 내린 건가?
아 맞아요 지금 막 외국인들 못 들어오고 그래서 매매가가 좀 낮아졌다는 거 같아요
오 그래요? 저는 제주도 엄청 비싼 줄 알았어요
아니면 제가 본 게 좀 저렴한 거였을 수도 있어요
아무래도 저렴해야 올리잖아요
아 맞아요 친구가 부동산 앱에 올라온 거 보고 실제로 가니까 많이 다르다 했어요
저도 친구들 학교 근처에서 다방 앱 써서 자취방 구하는데 다 미끼 물건이었어요
제주도는 연세로도 받던데 근데 독채나 이런 거 덜컥 연세로 계약하긴 좀 무서워요
안 돼요! 위험해요!
치안도 치안이지만 막 하수구 냄새나고 그러면 어떻게 해요
오오 하수구는 생각 못했는데 집 찾을 때 꿀팁인 것 같아요"
728,일반 대화,"저 진짜 차가 너무 사고 싶어요 요새
저도요 ㅠ 제가 차가 있으면 코코가 아프거나 하면 바로 병원 갈 수 있는데...
저도 면허만 있지 차가 없어서 ㅠ
그렇지만 지금 제 수준에 차를 사는 건 무리고 그래서 헝헝 속상해요
렌터카라도 좀 빌려 쓸까 했는데 운전을 너무 오래 안 해서 걱정돼요
저도 그래서 오빠가 운전해요
저도 엄마 차가 SUV라서 면허 따고 연수도 SUV로 받았던지라...
우와 연수도 차종을 고를 수 있어요?
오오 저도 그게 가능한지 몰랐어요
네네 그렇더라고요? 제가 운전할 차가 SUV라고 했더니 투싼 있다고 해서 투싼으로 연수 받았어요
오! 몰랐어요 아 진짜 차가 있으면 우리 이곳저곳 많이 놀러 다닐 텐데 그쵸
맞아요 강아지 셋 데리고 전철 타고 기차 타고 버스 타고 하기엔 너무 힘들어요...
사월이는 일단 갇히는 걸 싫어해서 대중교통은 영...
코코도 너무 멀미를 해서 버스 타기 좀 힘들어요
대중교통에서 풀어놓는 것도 아니고 얼굴이라도 좀 내밀게 해줬으면 좋겠어요
저 지난번에 사월이 데리고 비행기 타고 가는데 정말 너무 힘들었어요 ㅠ
저는 사월이가 차를 잘 타서 괜찮을 줄 알았는데 힘들었어요? ㅠ
아이고... 그래서 요새 포항?이나 완도에서 배 많이 타고 가시더라고요
맞아요 근데 완도까지 가는 게 시간이 꽤 걸려서요
그것도 그렇네요 비행기는 한 시간만 고생하면 되는데
그래도 사월이는 차를 잘 타니까 선택지가 하나 더 있는 거죠!
맞아요 근데 춘천도 차로는 한 시간 반 정도밖에 안 걸렸었죠?
네네 한 시간 반? 한 시간 40분? 정도였어요
생각보다 안 머네요?
춘천은 펫 프렌들리 도시니까 차 있으면 자주 가고 싶어요"
729,일반 대화,"저 요새 프리랜서로 일하잖아요
네네 저도 프리랜서로 일해요
저는 학생이라서 아직 아르바이트만 조금씩 하고 있어요
근데 그래서 그런지 뭔가 명절 때 선물을 못 받으니까 이상하더라고요?
저는 계속 프리랜서로 일해서 키키
아아 맞아요 저도 알바 할 때 명절 다가오면 사장님들이 이것저것 챙겨주셨어요
저는 선물 세트나 뭐 보너스나 이런 걸 받았었거든요
선물 세트 너무 좋아요!
저도 막 문상도 받고 그랬어요
프리랜서로 일하니까 뭔가 소속감이 없어서 묘해요
프리랜서로 처음 일하는 거예요?
오오 저도 취업을 앞두고 있어서 뭔가 궁금해요
네네 저는 계속 풀타임으로 일했어서 아니면 진짜 당일 알바? 이런 것만 했어요
프리랜서는 자기가 시간 관리만 잘하면 정말 괜찮아요
저도 풀타임으로 회사에 9시간씩 있고 그러면 너무 힘들 것 같아요
예전에는 막 동료들이랑 이런저런 일 얘기도 하고 밥도 같이 먹고 그랬는데 프리랜서는 그런 게 없으니까 뭔가 좀 허전한 느낌?
아 그렇죠 그런데 그런 사회 생활을 싫어하는 사람한테는 딱이에요!
진짜 진짜요! 저는 막 회식 해서 술 억지로 먹고 이런 거 딱 질색이거든요
아 그건 저도 그런데 저희 회사는 회식 이런 거 없고 애뉴얼 디너만 있었어서
그럼 일 년에 딱 한번이에요? 좋다!
우와 애뉴얼 디너라니 뭔가 재밌을 거 같아요
막 추첨 해서 상품도 주고 라이브 밴드 불러서 공연도 보고 그랬어요
오 좋네요! 프리랜서도 근데 어디 직속으로 되어있으면 그런 거 모임 있어요!
와 회식이라는 게 좋을 수도 있는 거군요?"
730,일반 대화,"저 좀 헷갈려요
군인들은 다 화이자 맞는 거 아니었어요?
맞아요 군인들은 다 화이자로 알고 있어요
무슨 일 있어요?
앗 근데 저희 오빠는 얀센 맞았어요
그래요? 오빠 지금 군인이에요?
얀센은 예비군만 맞는 거 아니었어요?
아뇨 아뇨 오빠는 전역해서 일하고 있어요
아 헐... 예비군이라 얀센인 거구나...
지금 군 복무 중인 군인들만 화이자 일 거예요
아 오빠 군대 가 있을 때 진짜 제 세상이었는데 아쉬워요 히히
우와 저는 남자 형제가 없어서 군대 잘 몰라요
저도 자매여서 군대 어떤지 잘 몰라요
저희 오빠는 친구랑 같이 육군 갔었어요
오오 그거 동반 입대 아직도 가능해요?
친구랑 같이 군대 갈 수도 있어요?
네네 지금은 잘 모르겠어요 오빠가 전역을 이미 해서
근데 당시엔 가능했어요
아 근데 그게 동반 입대하면 날짜를 정할 수 있던가요?
친구랑 같이 군 생활하면 그래도 의지 되고 좋겠네요
네 제가 알기로는 아마 그랬던 거 같아요
근데 소문에는 좀 빡센 곳에서 군 생활 한다던 거 같던데
아이고 오빠 많이 힘들었겠다 그러면
아니에요~ 근데 외박 나와서는 진짜 들어가기 싫어하더라고요
ㅠㅠ 아이고 진짜 그럴 것 같아요
막 3박 4일이 30초 같고 그런다면서요
그래서 예전에는 막 3년씩 2년씩 했었는데 요새는 좀 짧아져서 다행이에요
맞아요! 근데 오빠는 포상 휴가도 좀 자주 나왔었어요"
731,일반 대화,"오늘 산책하고 들어오다가 아파트 입구 그 전단지 있는 곳에 중국어 과외 봤어요
중국어요? 맞아요 요새는 어릴 때부터 중국어 해 놔야 한다더라고요
앗! 언니 중국어 잘하지 않으세요?
음... 네! 저는 중국어를 잘합니다!
제 전공이니까요!
키키 와 부러워요 저 자신감
멋있어요 진짜!
전 외국어랑은 좀 안 친해요
아이! 공대 들어간 수학 능력자는 외국어랑 안 친해도 돼요!
수학 능력자예요? 진짜 멋있다
수학 어떻게 잘하는 거예요?
학원 다녔어요?
아니에요 아니에요 능력자까지는 아니에요
언니 저 친구는 가족이 다 수학 능력자세요 짱 멋져요
어머니께서 수학 과외도 하셔서 사교육이 필요 없어요!
우와... 진짜 부럽다 과외 진짜 비쌀 텐데!
수학 잘하는 유전자가 있는 거예요?
아이 엄마는 그런데 저는 능력자까지는 아니에요
전 그냥 엄마가 많이 가르쳐주셔서 딱히 학원은 안 다녀도 될 정도?
노노 겸손할 필요가 없다고요
저는 누가 잘하시죠? 하면 네 잘해요 해요
와 리스펙 저는 아직 약간의 겸손을 곁들이는 편이에요
아 맞아! 언니도 번역하시죠!
외국어는 근데 진짜 어떻게 해야 잘해요?
음... 근데 저는 원래 어릴 때부터 좋아했어서 고등학교를 외고 갔어요!
우와 외고? 그럼 무슨 전공이에요?
외고요? 외고 가려면 학원 엄청 다녀야 하지 않아요?
에이 뭐 서울에 있는 외고면 그런데 저는 그 정도까지는 아녔어요
서울 쪽은 진짜 외고 입시 학원이 있다더라고요
제 동생도 벌써부터 걱정이에요
초등학생부터 수학이랑 영어 정도는 학원 다녀야 된대서
근데 제 친구들도 진짜 다 학원 다녔어요
억 세대 차이... 저 초딩 때는 학교에서 공부하고 무조건 놀이터에서 놀았는데...
학원 안 다니는 친구 많았어요
아 근데 요새는 영어 유치원부터 시작해야 좀 반에서 앞서갈 수 있다더라고요
맞아요 아니면 방학 중간 중간 유학 다녀오는 애들도 있었어요"
